t,beta,r,d,gamma,sigma
458,0.002886091,0.002170285,1.87E-08,2.03E-07,0.05
459,0.002886091,0.002170285,1.87E-08,2.03E-07,0.05
460,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
461,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
462,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
463,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
464,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
465,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
466,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
467,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
468,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
469,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
470,0.003994528,0.001951481,2.61E-08,1.22E-07,0.05
471,0.003618303,0.001710998,1.19E-07,1.05E-07,0.05
472,0.003618303,0.001710998,1.19E-07,1.05E-07,0.05
473,0.003618303,0.001710998,1.19E-07,1.05E-07,0.05
474,0.003618303,0.001710998,1.19E-07,1.05E-07,0.05
475,0.003618303,0.001710998,1.19E-07,1.05E-07,0.05
476,0.003618303,0.001710998,1.19E-07,1.05E-07,0.05
477,0.003618303,0.001710998,1.19E-07,1.05E-07,0.05
478,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
479,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
480,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
481,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
482,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
483,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
484,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
485,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
486,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
487,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
488,0.00440582,0.001733893,9.37E-07,1.26E-07,0.05
489,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
490,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
491,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
492,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
493,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
494,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
495,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
496,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
497,0.004641709,0.001821013,1.10E-05,8.60E-08,0.05
498,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
499,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
500,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
501,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
502,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
503,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
504,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
505,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
506,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
507,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
508,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
509,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
510,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
511,0.00383518,0.002613314,1.57E-05,1.22E-07,0.05
512,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
513,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
514,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
515,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
516,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
517,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
518,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
519,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
520,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
521,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
522,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
523,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
524,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
525,0.004430037,0.002125104,5.51E-05,1.13E-07,0.05
526,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
527,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
528,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
529,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
530,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
531,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
532,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
533,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
534,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
535,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
536,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
537,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
538,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
539,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
540,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
541,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
542,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
543,0.006222968,0.001924289,3.14E-05,9.99E-08,0.05
