t,beta,r,d,gamma,sigma
460,0.009947381,0.077093838,0.000303249,0.000103029,0.05
461,0.009947381,0.077093838,0.000303249,0.000103029,0.05
462,0.009947381,0.077093838,0.000303249,0.000103029,0.05
463,0.012965417,0.055146947,0.00047048,0.000104766,0.05
464,0.012965417,0.055146947,0.00047048,0.000104766,0.05
465,0.012965417,0.055146947,0.00047048,0.000104766,0.05
466,0.012965417,0.055146947,0.00047048,0.000104766,0.05
467,0.012965417,0.055146947,0.00047048,0.000104766,0.05
468,0.012965417,0.055146947,0.00047048,0.000104766,0.05
469,0.012965417,0.055146947,0.00047048,0.000104766,0.05
470,0.012965417,0.055146947,0.00047048,0.000104766,0.05
471,0.012965417,0.055146947,0.00047048,0.000104766,0.05
472,0.012965417,0.055146947,0.00047048,0.000104766,0.05
473,0.012965417,0.055146947,0.00047048,0.000104766,0.05
474,0.012965417,0.055146947,0.00047048,0.000104766,0.05
475,0.012965417,0.055146947,0.00047048,0.000104766,0.05
476,0.012965417,0.055146947,0.00047048,0.000104766,0.05
477,0.012965417,0.055146947,0.00047048,0.000104766,0.05
478,0.012965417,0.055146947,0.00047048,0.000104766,0.05
479,0.012965417,0.055146947,0.00047048,0.000104766,0.05
480,0.052913607,0.025983516,0.000306468,0.000104426,0.05
481,0.052913607,0.025983516,0.000306468,0.000104426,0.05
482,0.052913607,0.025983516,0.000306468,0.000104426,0.05
483,0.052913607,0.025983516,0.000306468,0.000104426,0.05
484,0.052913607,0.025983516,0.000306468,0.000104426,0.05
485,0.052913607,0.025983516,0.000306468,0.000104426,0.05
486,0.052913607,0.025983516,0.000306468,0.000104426,0.05
487,0.052913607,0.025983516,0.000306468,0.000104426,0.05
488,0.052913607,0.025983516,0.000306468,0.000104426,0.05
489,0.052913607,0.025983516,0.000306468,0.000104426,0.05
490,0.052913607,0.025983516,0.000306468,0.000104426,0.05
491,0.052913607,0.025983516,0.000306468,0.000104426,0.05
492,0.052913607,0.025983516,0.000306468,0.000104426,0.05
493,0.052913607,0.025983516,0.000306468,0.000104426,0.05
494,0.052913607,0.025983516,0.000306468,0.000104426,0.05
495,0.052913607,0.025983516,0.000306468,0.000104426,0.05
496,0.052913607,0.025983516,0.000306468,0.000104426,0.05
497,0.052913607,0.025983516,0.000306468,0.000104426,0.05
498,0.052913607,0.025983516,0.000306468,0.000104426,0.05
499,0.052913607,0.025983516,0.000306468,0.000104426,0.05
500,0.052913607,0.025983516,0.000306468,0.000104426,0.05
501,0.052913607,0.025983516,0.000306468,0.000104426,0.05
502,0.052913607,0.025983516,0.000306468,0.000104426,0.05
503,0.052913607,0.025983516,0.000306468,0.000104426,0.05
504,0.052913607,0.025983516,0.000306468,0.000104426,0.05
505,0.052913607,0.025983516,0.000306468,0.000104426,0.05
506,0.052913607,0.025983516,0.000306468,0.000104426,0.05
507,0.052913607,0.025983516,0.000306468,0.000104426,0.05
508,0.052913607,0.025983516,0.000306468,0.000104426,0.05
