t,beta,r,d,gamma,sigma
557,0.071696747,0.095954775,0.000986475,1.07E-13,0.05
558,0.071696747,0.095954775,0.000986475,1.07E-13,0.05
559,0.071696747,0.095954775,0.000986475,1.07E-13,0.05
560,0.071696747,0.095954775,0.000986475,1.07E-13,0.05
561,0.071696747,0.095954775,0.000986475,1.07E-13,0.05
562,0.071696747,0.095954775,0.000986475,1.07E-13,0.05
563,0.071696747,0.095954775,0.000986475,1.07E-13,0.05
564,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
565,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
566,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
567,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
568,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
569,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
570,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
571,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
572,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
573,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
574,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
575,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
576,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
577,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
578,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
579,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
580,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
581,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
582,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
583,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
584,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
585,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
586,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
587,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
588,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
589,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
590,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
591,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
592,0.07026088,0.089785323,0.000764847,9.20E-13,0.05
593,0.097420913,0.100017283,0.000979802,3.96E-12,0.05
594,0.097420913,0.100017283,0.000979802,3.96E-12,0.05
595,0.097420913,0.100017283,0.000979802,3.96E-12,0.05
596,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
597,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
598,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
599,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
600,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
601,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
602,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
603,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
604,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
605,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
606,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
607,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
608,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
609,0.065168575,0.053495355,0.000661609,1.33E-14,0.05
610,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
611,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
612,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
613,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
614,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
615,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
616,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
617,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
618,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
619,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
620,0.113684274,0.114760409,0.000748782,9.32E-17,0.05
621,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
622,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
623,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
624,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
625,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
626,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
627,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
628,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
629,0.070093741,0.072869235,0.000623677,3.38E-16,0.05
630,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
631,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
632,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
633,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
634,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
635,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
636,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
637,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
638,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
639,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
640,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
641,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
642,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
643,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
644,0.111396983,0.121130452,0.00072266,2.60E-16,0.05
645,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
646,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
647,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
648,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
649,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
650,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
651,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
652,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
653,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
654,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
655,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
656,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
657,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
658,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
659,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
660,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
661,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
662,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
663,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
664,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
665,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
666,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
667,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
668,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
669,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
670,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
671,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
672,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
673,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
674,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
675,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
676,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
677,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
678,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
679,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
680,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
681,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
682,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
683,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
684,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
685,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
686,0.117486785,0.087278191,0.000323608,1.37E-10,0.05
687,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
688,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
689,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
690,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
691,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
692,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
693,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
694,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
695,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
696,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
697,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
698,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
699,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
700,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
701,0.143352971,0.058917553,0.000178188,3.66E-17,0.05
702,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
703,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
704,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
705,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
706,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
707,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
708,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
709,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
710,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
711,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
712,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
713,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
714,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
715,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
716,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
717,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
718,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
719,0.106038617,0.091625627,0.000273848,5.43E-17,0.05
720,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
721,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
722,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
723,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
724,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
725,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
726,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
727,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
728,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
729,0.093489895,0.103949844,0.000281259,9.81E-16,0.05
730,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
731,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
732,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
733,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
734,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
735,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
736,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
737,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
738,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
739,0.085947442,0.100842728,0.000206602,1.39E-15,0.05
740,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
741,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
742,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
743,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
744,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
745,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
746,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
747,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
748,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
749,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
750,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
751,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
752,0.080409501,0.113632036,0.000170199,1.33E-15,0.05
753,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
754,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
755,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
756,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
757,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
758,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
759,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
760,0.071959437,0.111554035,0.000126732,2.49E-15,0.05
761,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
762,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
763,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
764,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
765,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
766,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
767,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
768,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
769,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
770,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
771,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
772,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
773,0.053732891,0.128053984,0.000145906,2.59E-15,0.05
774,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
775,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
776,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
777,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
778,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
779,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
780,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
781,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
782,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
783,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
784,0.106332046,0.071910159,5.19E-05,4.26E-08,0.05
785,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
786,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
787,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
788,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
789,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
790,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
791,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
792,0.088957557,0.096430303,0.000352981,3.13E-06,0.05
793,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
794,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
795,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
796,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
797,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
798,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
799,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
800,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
801,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
802,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
803,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
804,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
805,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
806,0.077223443,0.073961458,0.000131227,1.14E-15,0.05
807,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
808,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
809,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
810,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
811,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
812,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
813,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
814,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
815,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
816,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
817,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
818,0.106493353,0.077555039,0.000183411,3.22E-15,0.05
819,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
820,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
821,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
822,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
823,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
824,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
825,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
826,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
827,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
828,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
829,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
830,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
831,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
832,0.105379783,0.079263009,0.000152179,6.84E-12,0.05
833,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
834,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
835,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
836,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
837,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
838,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
839,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
840,0.117894602,0.074908363,0.000183664,2.94E-15,0.05
841,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
842,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
843,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
844,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
845,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
846,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
847,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
848,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
849,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
850,0.123962855,0.079871692,0.000218142,1.95E-14,0.05
851,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
852,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
853,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
854,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
855,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
856,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
857,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
858,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
859,0.098621328,0.094143733,0.00017167,8.81E-15,0.05
860,0.110557895,0.091464049,0.00021914,1.00E-11,0.05
861,0.110557895,0.091464049,0.00021914,1.00E-11,0.05
862,0.110557895,0.091464049,0.00021914,1.00E-11,0.05
863,0.110557895,0.091464049,0.00021914,1.00E-11,0.05
864,0.110557895,0.091464049,0.00021914,1.00E-11,0.05
865,0.110557895,0.091464049,0.00021914,1.00E-11,0.05
866,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
867,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
868,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
869,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
870,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
871,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
872,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
873,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
874,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
875,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
876,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
877,0.100105732,0.092379754,0.000219259,1.79E-15,0.05
878,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
879,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
880,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
881,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
882,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
883,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
884,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
885,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
886,0.08425592,0.099060173,0.000218734,5.33E-15,0.05
887,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
888,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
889,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
890,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
891,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
892,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
893,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
894,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
895,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
896,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
897,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
898,0.086094819,0.087561135,0.000227312,2.68E-14,0.05
899,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
900,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
901,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
902,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
903,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
904,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
905,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
906,0.088432808,0.080849738,0.000182219,1.20E-14,0.05
907,0.087798229,0.078169125,0.000233271,1.24E-15,0.05
908,0.087798229,0.078169125,0.000233271,1.24E-15,0.05
909,0.087798229,0.078169125,0.000233271,1.24E-15,0.05
910,0.087798229,0.078169125,0.000233271,1.24E-15,0.05
911,0.087798229,0.078169125,0.000233271,1.24E-15,0.05
912,0.087798229,0.078169125,0.000233271,1.24E-15,0.05
913,0.087798229,0.078169125,0.000233271,1.24E-15,0.05
914,0.085674262,0.074311375,0.000167347,9.94E-15,0.05
915,0.085674262,0.074311375,0.000167347,9.94E-15,0.05
916,0.085674262,0.074311375,0.000167347,9.94E-15,0.05
917,0.085674262,0.074311375,0.000167347,9.94E-15,0.05
918,0.085674262,0.074311375,0.000167347,9.94E-15,0.05
919,0.085674262,0.074311375,0.000167347,9.94E-15,0.05
920,0.085674262,0.074311375,0.000167347,9.94E-15,0.05
921,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
922,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
923,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
924,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
925,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
926,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
927,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
928,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
929,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
930,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
931,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
932,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
933,0.084693036,0.075104961,0.000157703,1.11E-14,0.05
934,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
935,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
936,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
937,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
938,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
939,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
940,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
941,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
942,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
943,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
944,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
945,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
946,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
947,0.104000856,0.071260059,0.000155456,4.64E-14,0.05
948,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
949,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
950,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
951,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
952,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
953,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
954,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
955,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
956,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
957,0.134696386,0.101797248,0.000169749,4.92E-15,0.05
958,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
959,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
960,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
961,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
962,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
963,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
964,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
965,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
966,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
967,0.115919735,0.117340706,0.000266172,1.45E-14,0.05
968,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
969,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
970,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
971,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
972,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
973,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
974,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
975,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
976,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
977,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
978,0.113871952,0.098688079,0.000280635,1.49E-13,0.05
979,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
980,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
981,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
982,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
983,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
984,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
985,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
986,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
987,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
988,0.089422641,0.100933714,0.000362452,2.03E-13,0.05
989,0.071437693,0.092595996,0.000341545,1.84E-13,0.05
990,0.071437693,0.092595996,0.000341545,1.84E-13,0.05
991,0.071437693,0.092595996,0.000341545,1.84E-13,0.05
992,0.071437693,0.092595996,0.000341545,1.84E-13,0.05
993,0.071437693,0.092595996,0.000341545,1.84E-13,0.05
994,0.071437693,0.092595996,0.000341545,1.84E-13,0.05
995,0.071437693,0.092595996,0.000341545,1.84E-13,0.05
996,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
997,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
998,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
999,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1000,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1001,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1002,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1003,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1004,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1005,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1006,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
